Criticality,CSL1,CSL2,CSL3,CSL4,Function,Category,Sub-Category,Required Data,Workload,Table,Schema,Schema Value,Workload  Integration,Event Reference,Microsoft Unified SecOps Events
EL0,04,AD,02,03,Operating Systems,Windows Infrastructure,User and Administrator Access to OS Components and Applications,Privilege Access & Log Off (Success /Failure),Windows,SecurityEvent,Activity,4647 - User initiated logoff,https://github.com/Cyberlorians/M-21-31/blob/main/EL0/OperatingSystems/Windows/DCR/Security.md,https://learn.microsoft.com/en-us/previous-versions/windows/it-pro/windows-10/security/threat-protection/auditing/event-4647,"// Objective: Tracks user-initiated logoff events (Event ID 4647) by privileged accounts in Windows SecurityEvent logs, enabling targeted filtering by SID and reporting on explicit privileged logoff actions.
//
// ----- Part 0: Analyst-Driven Targeting (Optional) -----
// Define privileged account SIDs for focused analysis. Leave empty to include all accounts.
let Privileged_User_SIDs = dynamic([]); // Example: dynamic([""S-1-5-...""])
// 
// ----- Part 1: Filter for Relevant 4647 Events -----
// GPO Path: To capture 4647 events, you must enable the following subcategory:
// - Computer Configuration > Policies > Windows Settings > Security Settings > Advanced Audit Policy Configuration > Logon/Logoff > Audit Logoff (Success)
// Note: This event is generated when a user actively initiates a logoff (e.g., clicks 'Log Off').
SecurityEvent
| where TimeGenerated > ago(14d)
| where EventID == 4647
| where Activity == ""4647 - User initiated logoff.""
| where AccountType == ""User""
//
// ----- Part 2: Custom Filtering -----
// Exclude common service and system accounts.
| where not(SubjectUserName has_any ('MSOL', 'svc', '$'))
//
// ----- Part 3: Flexible Filtering for Privileged Accounts -----
// Apply analyst-driven SID filtering if used.
| where array_length(Privileged_User_SIDs) == 0 or SubjectUserSid in (Privileged_User_SIDs)
//
// ----- Part 4: Analysis & Enrichment -----
// Enrichment field for privileged logoff flag.
| extend IsPrivilegedLogoff = SubjectUserSid in (Privileged_User_SIDs)
//
// ----- Part 5: Final Output -----
// Unique privileged logoff events, sorted for review.
| distinct TimeGenerated, IsPrivilegedLogoff, Computer, Actor=TargetUserName, ActorSid=TargetUserSid, Activity
| sort by TimeGenerated desc
| take 50"
EL0,04,AD,02,04,Operating Systems,Windows Infrastructure,User and Administrator Access to OS Components and Applications,Privilege Access & Log Off (Success /Failure),Windows,SecurityEvent,Activity,4648 - A logon was attempted using explicit credentials,https://github.com/Cyberlorians/M-21-31/blob/main/EL0/OperatingSystems/Windows/DCR/Security.md,https://learn.microsoft.com/en-us/previous-versions/windows/it-pro/windows-10/security/threat-protection/auditing/event-4648,"// Objective: Tracks 'Run As' activity (Event ID 4648) in Windows SecurityEvent logs, enabling targeted filtering by target user name and highlighting cross-user explicit credential usage by privileged accounts.
//
// ----- Part 0: Analyst-Driven Targeting (Optional) -----
// Define privileged user names for focused analysis. Leave empty to include all accounts.
// This is directed at the TARGET user for cross-user activity.
let Privileged_User_Names = dynamic([]); // Example: dynamic([""administrator"", ""xadmin""])
// 
// ----- Part 1: Filter for Relevant 4648 Events -----
// GPO Path: To capture 4648 events, you must enable the following subcategory:
// - Computer Configuration > Policies > Windows Settings > Security Settings > Advanced Audit Policy Configuration > Logon/Logoff > Audit Logon (Success)
// Note: This event is critical for tracking 'Run As' activity. We must target by name as the Target SID is not available.
SecurityEvent
| where TimeGenerated > ago(14d)
| where EventID == 4648
| where Activity == ""4648 - A logon was attempted using explicit credentials.""
| where AccountType == ""User""
//
// ----- Part 2: Custom Filtering -----
// Exclude common service and system accounts.
| where not(TargetUserName has_any ('svc', 'MSOL', '$'))
//
// ----- Part 3: Flexible Filtering for Targeted Accounts -----
// Apply analyst-driven user name filtering if used.
| where array_length(Privileged_User_Names) == 0 or TargetUserName in (Privileged_User_Names)
//
// ----- Part 4: Analysis & Enrichment -----
// Flags for privileged logons and cross-user explicit credential usage.
| extend
    IsPrivilegedLogon = TargetUserName in (Privileged_User_Names),
    IsCrossUserActivity = (SubjectUserName != TargetUserName)
//
// ----- Part 5: Final Output -----
// Unique explicit credential usage events, sorted for review.
| distinct TimeGenerated, IsPrivilegedLogon, IsCrossUserActivity, SubjectUserName, TargetUserName, Computer, ProcessName, IpAddress, Activity
| sort by TimeGenerated desc
| take 50"
EL0,04,AD,02,05,Operating Systems,Windows Infrastructure,User and Administrator Access to OS Components and Applications,Privilege Access & Log Off (Success /Failure),Windows,SecurityEvent,Activity,4672 - Special privileges assigned to new logon,https://github.com/Cyberlorians/M-21-31/blob/main/EL0/OperatingSystems/Windows/DCR/Security.md,https://learn.microsoft.com/en-us/previous-versions/windows/it-pro/windows-10/security/threat-protection/auditing/event-4672,"// Objective: Tracks assignment of sensitive privileges to new logon sessions (Event ID 4672) in Windows SecurityEvent logs, enabling targeted filtering by SID and reporting on privileged user logon events.
//
// ----- Part 0: Analyst-Driven Targeting (Optional) -----
// Define privileged account SIDs for focused analysis. Leave empty to include all accounts.
let Privileged_User_SIDs = dynamic([]); // Example: dynamic([""S-1-5-...""])
// 
// ----- Part 1: Filter for Relevant 4672 Events -----
// GPO Path: To capture 4672 events, you must enable the following subcategory:
// - Computer Configuration > Policies > Windows Settings > Security Settings > Advanced Audit Policy Configuration > Logon/Logoff > Audit Special Logon (Success)
// Note: This event shows when sensitive privileges are assigned to a new logon session.
SecurityEvent
| where TimeGenerated > ago(14d)
| where EventID == 4672
| where Activity == ""4672 - Special privileges assigned to new logon.""
//
// ----- Part 2: Custom Filtering -----
// Exclude common service and system accounts.
| where not(SubjectUserName has_any ('MSOL', 'svc', '$'))
//
// ----- Part 3: Flexible Filtering for Privileged Accounts -----
// Apply analyst-driven SID filtering if used.
| where array_length(Privileged_User_SIDs) == 0 or SubjectUserSid in (Privileged_User_SIDs)
//
// ----- Part 4: Analysis & Enrichment -----
// Enrichment field for privileged logon flag.
| extend IsPrivilegedLogon = SubjectUserSid in (Privileged_User_SIDs)
//
// ----- Part 5: Final Output -----
// Unique privileged logon events, sorted for review.
| distinct TimeGenerated, IsPrivilegedLogon, SubjectUserName, SubjectUserSid, Computer, PrivilegeList, Activity
| sort by TimeGenerated desc
| take 50"
EL0,04,AD,02,06,Operating Systems,Windows Infrastructure,User and Administrator Access to OS Components and Applications,Privilege Access & Log Off (Success /Failure),Windows,SecurityEvent,Activity,4673 - A privileged service was called,https://github.com/Cyberlorians/M-21-31/blob/main/EL0/OperatingSystems/Windows/DCR/Security.md,https://learn.microsoft.com/en-us/previous-versions/windows/it-pro/windows-10/security/threat-protection/auditing/event-4673,"// Objective: Tracks privileged service calls (Event ID 4673) in Windows SecurityEvent logs, enabling targeted filtering by privileged user SID, and highlighting potentially suspicious privilege use and attack surface activity.
//
// ----- Part 0: Analyst-Driven Targeting (Optional) -----
// This list should be customized with the SIDs of user accounts you consider privileged.
let Privileged_User_SIDs = dynamic([]); // Example: dynamic([""S-1-5-...""])
// This list contains privileges that are often abused by attackers (e.g., for credential dumping).
let SuspiciousPrivileges = dynamic([
    ""SeDebugPrivilege"",
    ""SeLoadDriverPrivilege"",
    ""SeTcbPrivilege""
]);
// 
// ----- Part 1: Filter for Relevant 4673 Events & Data Parsing -----
// GPO Path: To capture 4673 events, you must enable the following subcategory:
// - Computer Configuration > Policies > Windows Settings > Security Settings > Advanced Audit Policy Configuration > Privilege Use > Audit Sensitive Privilege Use
SecurityEvent
| where TimeGenerated > ago(14d)
| where EventID == 4673
| where Activity == ""4673 - A privileged service was called.""
| extend EventData_xml = parse_xml(EventData)
| extend
    SubjectUserSid = tostring(EventData_xml.EventData.Data[0]['#text']),
    SubjectUserName = tostring(EventData_xml.EventData.Data[1]['#text']),
    SubjectDomainName = tostring(EventData_xml.EventData.Data[2]['#text']),
    SubjectLogonId = tostring(EventData_xml.EventData.Data[3]['#text']),
    Service = tostring(EventData_xml.EventData.Data[4]['#text']),
    ServiceName = tostring(EventData_xml.EventData.Data[5]['#text']),
    PrivilegeList = tostring(EventData_xml.EventData.Data[6]['#text']),
    ProcessId = tostring(EventData_xml.EventData.Data[7]['#text']),
    ProcessName = tostring(EventData_xml.EventData.Data[8]['#text'])
//
// ----- Part 2: Custom & Privileged Filtering -----
// Exclude common service accounts or other noise from the results.
| where not(SubjectUserName has_any ('svc', 'MSOL', '$')) // <-- EDIT THIS LIST to exclude accounts
//
// ----- Part 3: Flexible Filtering for Privileged Accounts -----
// Apply analyst-driven SID filtering if used.
| where array_length(Privileged_User_SIDs) == 0 or SubjectUserSid in (Privileged_User_SIDs)
//
// ----- Part 4: Analysis & Threat Hunting -----
// Enrichment flags for privilege use and suspicious privilege hunting.
| extend
    IsPrivilegedUse = true,
    IsTargetedUser = SubjectUserSid in (Privileged_User_SIDs),
    IsHighlySuspiciousUse = (PrivilegeList has_any (SuspiciousPrivileges) and not(ProcessName has_any (""C:\\Windows\\System32\\lsass.exe"", ""C:\\Windows\\System32\\wininit.exe"")))
//
// ----- Part 5: Final Output -----
// Unique privileged service call events, sorted for review.
| distinct TimeGenerated, IsTargetedUser, IsPrivilegedUse, IsHighlySuspiciousUse, SubjectUserName, SubjectUserSid, Computer, Service, ProcessName, PrivilegeList, Activity
| sort by TimeGenerated desc
| take 50"
EL0,04,AD,02,07,Operating Systems,Windows Infrastructure,User and Administrator Access to OS Components and Applications,Privilege Access & Log Off (Success /Failure),Windows,SecurityEvent,Activity,4674 - An operation was attempted on a privileged object,https://github.com/Cyberlorians/M-21-31/blob/main/EL0/OperatingSystems/Windows/DCR/Security.md,https://learn.microsoft.com/en-us/previous-versions/windows/it-pro/windows-10/security/threat-protection/auditing/event-4674,"// Objective: Tracks privileged object operations (Event ID 4674) in Windows SecurityEvent logs, enabling targeted filtering by privileged user SID, and highlighting potentially suspicious privileged activity.
//
// ----- Part 0: Analyst-Driven Targeting (Optional) -----
// This list should be customized with the SIDs of user accounts you consider privileged.
let Privileged_User_SIDs = dynamic([]); // Example: dynamic([""S-1-5-...""])
// This list contains privileges that are often abused by attackers.
let SuspiciousPrivileges = dynamic([
    ""SeDebugPrivilege"",
    ""SeLoadDriverPrivilege"",
    ""SeSecurityPrivilege""
]);
// 
// ----- Part 1: Filter for Relevant 4674 Events -----
// GPO Path: To capture 4674 events, you must enable the following subcategory:
// - Computer Configuration > Policies > Windows Settings > Security Settings > Advanced Audit Policy Configuration > Privilege Use > Audit Sensitive Privilege Use
SecurityEvent
| where TimeGenerated > ago(14d)
| where EventID == 4674
| where Activity == ""4674 - An operation was attempted on a privileged object.""
//
// ----- Part 2: Custom Filtering -----
// Exclude common service accounts or other noise from the results.
| where not(SubjectUserName has_any ('svc', 'MSOL', '$')) // <-- EDIT THIS LIST to exclude accounts
//
// ----- Part 3: Flexible Filtering for Privileged Accounts -----
// Apply analyst-driven SID filtering if used.
| where array_length(Privileged_User_SIDs) == 0 or SubjectUserSid in (Privileged_User_SIDs)
//
// ----- Part 4: Analysis & Enrichment -----
// Enrichment flags for privilege operation, targeting, and suspicious use.
| extend
    IsPrivilegedOperation = true,
    IsTargetedUser = SubjectUserSid in (Privileged_User_SIDs),
    IsHighlySuspiciousUse = (PrivilegeList has_any (SuspiciousPrivileges) and not(ProcessName has_any (""C:\\Windows\\System32\\lsass.exe"", ""C:\\Windows\\System32\\wininit.exe"")))
//
// ----- Part 5: Final Output -----
// Unique privileged object operation events, sorted for review.
| distinct TimeGenerated, IsTargetedUser, IsPrivilegedOperation, IsHighlySuspiciousUse, SubjectUserName, SubjectUserSid, Computer, ObjectServer, ObjectName, ProcessName, PrivilegeList, Activity
| sort by TimeGenerated desc
| take 50
"
EL0,04,AE,02,01,Operating Systems,Windows Infrastructure,User and Administrator Access to OS Components and Applications,RDP Access & Log Off (Success/Failure),Windows,SecurityEvent,Activity,4624 - An account was successfully logged on,https://github.com/Cyberlorians/M-21-31/blob/main/EL0/OperatingSystems/Windows/DCR/Security.md,https://learn.microsoft.com/en-us/previous-versions/windows/it-pro/windows-10/security/threat-protection/auditing/event-4624,"// Objective: Tracks successful RDP logons (Event ID 4624, LogonType 10) in Windows SecurityEvent logs, enabling targeted filtering by user SID and reporting on interactive remote logons.
//
// ----- Part 0: Analyst-Driven Targeting (Optional) -----
// To see all activity, leave the list empty: dynamic([])
// To target specific users, add SIDs inside the brackets.
let Targeted_User_SIDs = dynamic([]); // Example: dynamic([""S-1-5-..."", ""S-1-5-...""])
// 
// ----- Part 1: Filter for Relevant 4624 Events (RDP Only) -----
// GPO Path: To capture 4624 events, you must enable the following subcategory:
// - Computer Configuration > Policies > Windows Settings > Security Settings > Advanced Audit Policy Configuration > Logon/Logoff > Audit Logon (Success)
// Note: This query filters for LogonType == 10 to specifically track successful RDP logons.
SecurityEvent
| where TimeGenerated > ago(14d)
| where EventID == 4624
| where Activity == ""4624 - An account was successfully logged on.""
| where LogonType == 10 and AccountType == ""User""
//
// ----- Part 2: Custom Filtering -----
// Exclude common service and system accounts, including ANONYMOUS LOGON.
| where not(TargetUserName has_any ('svc', 'MSOL', '$', 'ANONYMOUS LOGON'))
//
// ----- Part 3: Flexible Filtering for Targeted Accounts -----
// This line correctly applies the filter ONLY if the Targeted_User_SIDs list is not empty.
| where array_length(Targeted_User_SIDs) == 0 or TargetUserSid in (Targeted_User_SIDs)
//
// ----- Part 4: Analysis & Enrichment -----
// Enrichment for protocol and analyst targeting.
| extend 
    LogonTypeName = ""RemoteInteractive (RDP)"",
    AuthenticationProtocol = case(
        AuthenticationPackageName == ""NTLM"" and PackageName == ""LM"", ""LM (Legacy)"",
        AuthenticationPackageName == ""NTLM"" and PackageName == ""NTLM V1"", ""NTLMv1"",
        AuthenticationPackageName == ""NTLM"" and PackageName == ""NTLM V2"", ""NTLMv2"",
        AuthenticationPackageName
    ),
    IsTargetedUser = TargetUserSid in (Targeted_User_SIDs)
//
// ----- Part 5: Final Output -----
// Unique RDP logon events, sorted for review.
| distinct TimeGenerated, IsTargetedUser, TargetUserName, TargetUserSid, Computer, LogonTypeName, AuthenticationProtocol, IpAddress, Activity
| sort by TimeGenerated desc
| take 50"
EL0,04,AE,02,02,Operating Systems,Windows Infrastructure,User and Administrator Access to OS Components and Applications,RDP Access & Log Off (Success/Failure),Windows,SecurityEvent,Activity,4625 - An account failed to log on,https://github.com/Cyberlorians/M-21-31/blob/main/EL0/OperatingSystems/Windows/DCR/Security.md,https://learn.microsoft.com/en-us/previous-versions/windows/it-pro/windows-10/security/threat-protection/auditing/event-4625,"// Objective: Tracks failed RDP logon attempts (Event ID 4625, LogonType 10) in Windows SecurityEvent logs, enabling targeted filtering by user name and reporting on brute-force or password spray attacks via RDP.
//
// ----- Part 0: Analyst-Driven Targeting (Optional) -----
// To see all activity, leave the list empty: dynamic([])
// To target specific users, add their user names inside the brackets.
let Targeted_User_Names = dynamic([]); // Example: dynamic([""administrator"", ""xadmin""])
// 
// ----- Part 1: Filter for Relevant 4625 Events (RDP Only) -----
// GPO Path: To capture 4625 events, you must enable the following subcategory:
// - Computer Configuration > Policies > Windows Settings > Security Settings > Advanced Audit Policy Configuration > Logon/Logoff > Audit Logon (Failure)
// Note: This query filters for LogonType == 10 to specifically track failed RDP logons, which is key for detecting brute-force attacks.
SecurityEvent
| where TimeGenerated > ago(14d)
| where EventID == 4625
| where Activity == ""4625 - An account failed to log on.""
| where AccountType == ""User""
//
// ----- Part 2: RDP & Custom Filtering -----
// Focus on failed RDP logons, exclude common service accounts.
| where LogonType == 10
| where not(TargetUserName has_any ('svc', 'MSOL', '$', 'himds'))
//
// ----- Part 3: Flexible Filtering for Targeted Accounts -----
// Apply analyst-driven name filtering if used.
| where array_length(Targeted_User_Names) == 0 or TargetUserName in (Targeted_User_Names)
//
// ----- Part 4: Analysis & Enrichment -----
// Enrichment for failure reason, targeting, and context.
| extend
    LogonTypeName = ""RemoteInteractive (RDP)"",
    FailureReason = case(
        SubStatus == ""0xc000006a"", ""Bad Password"",
        SubStatus == ""0xc0000064"", ""Bad Username"",
        SubStatus == ""0xc0000234"", ""Account Locked Out"",
        SubStatus == ""0xc0000072"", ""Account Disabled"",
        SubStatus == ""0xc000006f"", ""Logon Outside Authorized Hours"",
        SubStatus == ""0xc0000070"", ""Unauthorized Workstation"",
        ""Other Failure""
    ),
    IsTargetedUser = TargetUserName in (Targeted_User_Names),
    FailureContext = iff(IpAddress == ""0.0.0.0"", ""Failure at Network Level Authentication (NLA)"", """")
//
// ----- Part 5: Final Output -----
// Unique failed RDP logon events, sorted for review.
| distinct TimeGenerated, IsTargetedUser, TargetUserName, Computer, LogonProcessName, LogonTypeName, FailureReason, IpAddress, FailureContext, Status, SubStatus, Activity
| sort by TimeGenerated desc
| take 50"
EL0,04,AE,02,04,Operating Systems,Windows Infrastructure,User and Administrator Access to OS Components and Applications,RDP Access & Log Off (Success/Failure),Windows,SecurityEvent,Activity,4778 - A session was reconnected to a Window Station,https://github.com/Cyberlorians/M-21-31/blob/main/EL0/OperatingSystems/Windows/DCR/Security.md,https://learn.microsoft.com/en-us/previous-versions/windows/it-pro/windows-10/security/threat-protection/auditing/event-4778,"// Objective: Tracks RDP session reconnections (Event ID 4778) in Windows SecurityEvent logs, enabling targeted filtering by user name and reporting on external vs. internal reconnects.
//
// ----- Part 0: Analyst-Driven Targeting (Optional) -----
// To see all activity, leave the list empty: dynamic([])
// To target specific users, add their user names inside the brackets.
let Targeted_User_Names = dynamic([]); // Example: dynamic([""r.finn"", ""xadmin""])
// 
// ----- Part 1: Filter for Relevant 4778 Events -----
// GPO Path: To capture 4778 events, you must enable the following subcategory:
// - Computer Configuration > Policies > Windows Settings > Security Settings > Advanced Audit Policy Configuration > Logon/Logoff > Audit Other Logon/Logoff Events (Success)
// Note: This event tracks when a user reconnects to an existing RDP session.
SecurityEvent
| where TimeGenerated > ago(14d)
| where EventID == 4778
| where Activity == ""4778 - A session was reconnected to a Window Station.""
//
// ----- Part 2: RDP & Custom Filtering -----
// Focus on RDP sessions and exclude common service accounts.
| where SessionName has ""RDP""
| where not(AccountName has_any ('svc', 'MSOL', '$'))
//
// ----- Part 3: Flexible Filtering for Targeted Accounts -----
// Apply analyst-driven name filtering if used.
| where array_length(Targeted_User_Names) == 0 or AccountName in (Targeted_User_Names)
//
// ----- Part 4: Analysis & Enrichment -----
// Flags for external reconnections and analyst targeting.
| extend
    IsExternalReconnect = not(ipv4_is_private(ClientAddress)),
    IsTargetedUser = AccountName in (Targeted_User_Names)
//
// ----- Part 5: Final Output -----
// Unique RDP reconnection events, sorted for review.
| distinct TimeGenerated, IsTargetedUser, AccountName, AccountDomain, Computer, SessionName, ClientName, ClientAddress, IsExternalReconnect, Activity
| sort by TimeGenerated desc
| take 50"
EL0,04,AE,02,05,Operating Systems,Windows Infrastructure,User and Administrator Access to OS Components and Applications,RDP Access & Log Off (Success/Failure),Windows,SecurityEvent,Activity,4779 - A session was disconnected from a Window Station,https://github.com/Cyberlorians/M-21-31/blob/main/EL0/OperatingSystems/Windows/DCR/Security.md,https://learn.microsoft.com/en-us/previous-versions/windows/it-pro/windows-10/security/threat-protection/auditing/event-4779,"// Objective: Tracks RDP session disconnects (Event ID 4779) in Windows SecurityEvent logs, enabling targeted filtering by user name and reporting on external vs. internal disconnects.
//
// ----- Part 0: Analyst-Driven Targeting (Optional) -----
// To see all activity, leave the list empty: dynamic([])
// To target specific users, add their user names inside the brackets.
let Targeted_User_Names = dynamic([]); // Example: dynamic([""r.finn"", ""xadmin""])
// 
// ----- Part 1: Filter for Relevant 4779 Events -----
// GPO Path: To capture 4779 events, you must enable the following subcategory:
// - Computer Configuration > Policies > Windows Settings > Security Settings > Advanced Audit Policy Configuration > Logon/Logoff > Audit Other Logon/Logoff Events (Success)
// Note: This event tracks when a user disconnects an RDP session without fully logging off.
SecurityEvent
| where TimeGenerated > ago(14d)
| where EventID == 4779
| where Activity == ""4779 - A session was disconnected from a Window Station.""
//
// ----- Part 2: RDP & Custom Filtering -----
// Focus on RDP sessions and exclude common service accounts.
| where SessionName has ""RDP""
| where not(AccountName has_any ('svc', 'MSOL', '$'))
//
// ----- Part 3: Flexible Filtering for Targeted Accounts -----
// Apply analyst-driven name filtering if used.
| where array_length(Targeted_User_Names) == 0 or AccountName in (Targeted_User_Names)
//
// ----- Part 4: Analysis & Enrichment -----
// Flags for external disconnects and analyst targeting.
| extend
    IsExternalDisconnect = not(ipv4_is_private(ClientAddress)),
    IsTargetedUser = AccountName in (Targeted_User_Names)
//
// ----- Part 5: Final Output -----
// Unique RDP disconnect events, sorted for review.
| distinct TimeGenerated, IsTargetedUser, AccountName, AccountDomain, Computer, SessionName, ClientName, ClientAddress, IsExternalDisconnect, Activity
| sort by TimeGenerated desc
| take 50"
EL0,04,AE,02,03,Operating Systems,Windows Infrastructure,User and Administrator Access to OS Components and Applications,RDP Access & Log Off (Success/Failure),Windows,SecurityEvent,Activity,4634 - An account was logged off,https://github.com/Cyberlorians/M-21-31/blob/main/EL0/OperatingSystems/Windows/DCR/Security.md,https://learn.microsoft.com/en-us/previous-versions/windows/it-pro/windows-10/security/threat-protection/auditing/event-4634,"// Objective: Correlates RDP logon/logoff events (4624/4634, LogonType 10) in Windows SecurityEvent logs to build user session timelines and durations, with flexible filtering by user SID.
//
// ----- Part 0: Analyst-Driven Targeting (Optional) -----
// To see all activity, leave the list empty: dynamic([])
// To target specific users, add their SIDs inside the brackets.
let Targeted_User_SIDs = dynamic([]); // Example: dynamic([""S-1-5-...""])
// 
// ----- Part 1: Gather RDP Logoff Events -----
// GPO Path: To capture 4634 events, you must enable the following subcategory:
// - Computer Configuration > Policies > Windows Settings > Security Settings > Advanced Audit Policy Configuration > Logon/Logoff > Audit Logon (Success) and Audit Logoff (Success)
let RDP_Logoffs =
    SecurityEvent
    | where TimeGenerated > ago(14d)
    | where EventID == 4634
    | where LogonType == 10
    | project LogoffTime = TimeGenerated, Computer, TargetUserName, TargetUserSid, TargetLogonId, LogoffActivity = Activity;
//
// ----- Part 2: Gather RDP Logon Events -----
// GPO Path: To capture 4624 events, you must enable the following subcategory:
// - Computer Configuration > Policies > Windows Settings > Security Settings > Advanced Audit Policy Configuration > Logon/Logoff > Audit Logon (Success) and Audit Logoff (Success)
let RDP_Logons =
    SecurityEvent
    | where TimeGenerated > ago(14d)
    | where EventID == 4624
    | where LogonType == 10
    | project LogonTime = TimeGenerated, Source_IP = IpAddress, Source_Computer = ClientName, TargetLogonId, LogonActivity = Activity;
//
// ----- Part 3: Join, Filter, and Enrich Data -----
// Join logons to logoffs and enrich with session duration and targeting.
RDP_Logoffs
| join kind=inner RDP_Logons on TargetLogonId
| summarize
    LogonTime = min(LogonTime),
    LogoffTime = max(LogoffTime),
    LogonActivity = take_any(LogonActivity),
    LogoffActivity = take_any(LogoffActivity)
    by User = TargetUserName, UserSid = TargetUserSid, RDP_Server = Computer, Source_Computer, Source_IP
| extend SessionDuration = LogoffTime - LogonTime
| where array_length(Targeted_User_SIDs) == 0 or UserSid in (Targeted_User_SIDs)
| extend IsTargetedUser = UserSid in (Targeted_User_SIDs)
//
// ----- Part 4: Final Output -----
// Clean, deduplicated session table for review.
| project LogonTime, LogoffTime, SessionDuration, User, UserSid, IsTargetedUser, RDP_Server, Source_Computer, Source_IP, LogonActivity, LogoffActivity
| sort by LogonTime desc
| take 50"
EL0,04,AF,02,01,Operating Systems,Windows Infrastructure,User and Administrator Access to OS Components and Applications,SMB Access,Windows,SecurityEvent,Activity,5140 - A network share object was accessed,https://github.com/Cyberlorians/M-21-31/blob/main/EL0/OperatingSystems/Windows/DCR/Security.md,https://learn.microsoft.com/en-us/previous-versions/windows/it-pro/windows-10/security/threat-protection/auditing/event-5140,"// Objective: Tracks initial network share connections (Event ID 5140) in Windows SecurityEvent logs, enabling filtering by user SID, flagging external access and admin share connections.
//
// ----- Part 0: Analyst-Driven Targeting (Optional) -----
// To see all activity, leave the list empty: dynamic([])
// To target specific users, add their SIDs inside the brackets.
let Targeted_User_SIDs = dynamic([]); // Example: dynamic([""S-1-5-...""])
// 
// ----- Part 1: Filter for Relevant 5140 Events -----
// GPO Path: To capture 5140 events, you must enable the following subcategory:
// - Computer Configuration > Policies > Windows Settings > Security Settings > Advanced Audit Policy Configuration > Object Access > Audit File Share (Success, Failure)
// Note: This event tracks the initial connection to a network share.
SecurityEvent
| where TimeGenerated > ago(14d)
| where EventID == 5140
| where Activity == ""5140 - A network share object was accessed.""
//
// ----- Part 2: Custom Filtering -----
// Exclude common system/service accounts.
| where not(SubjectUserName has_any ('MSOL', '$'))
//
// ----- Part 3: Flexible Filtering for Targeted Accounts -----
// Only include SIDs in the analyst list, if set.
| where array_length(Targeted_User_SIDs) == 0 or SubjectUserSid in (Targeted_User_SIDs)
//
// ----- Part 4: Analysis & Enrichment -----
// Analyst enrichment flags for targeting, external access, and admin shares.
| extend
    IsTargetedUser = SubjectUserSid in (Targeted_User_SIDs),
    IsExternalAccess = not(ipv4_is_private(IpAddress)),
    IsAdminShareAccess = ShareName endswith ""$""
//
// ----- Part 5: Final Output -----
// Unique share access events, sorted for review.
| distinct TimeGenerated, SubjectUserName, SubjectUserSid, IsTargetedUser, Computer, ShareName, ShareLocalPath, IpAddress, IsExternalAccess, IsAdminShareAccess, Activity
| sort by TimeGenerated desc
| take 50"
EL0,04,AF,02,02,Operating Systems,Windows Infrastructure,User and Administrator Access to OS Components and Applications,SMB Access,Windows,SecurityEvent,Activity,5142 - A network share object was added,https://github.com/Cyberlorians/M-21-31/blob/main/EL0/OperatingSystems/Windows/DCR/Security.md,https://learn.microsoft.com/en-us/previous-versions/windows/it-pro/windows-10/security/threat-protection/auditing/event-5142,"// Objective: Tracks creation of new network shares (Event ID 5142) in Windows SecurityEvent logs, enabling filtering by user SID, and flagging hidden admin shares and sensitive system paths.
//
// ----- Part 0: Analyst-Driven Targeting (Optional) -----
// To see all activity, leave the list empty: dynamic([])
// To target specific users, add their SIDs inside the brackets.
let Targeted_User_SIDs = dynamic([]); // Example: dynamic([""S-1-5-...""])
// 
// ----- Part 1: Filter for Relevant 5142 Events -----
// GPO Path: To capture 5142 events, you must enable the following subcategory:
// - Computer Configuration > Policies > Windows Settings > Security Settings > Advanced Audit Policy Configuration > Object Access > Audit File Share (Success, Failure)
// Note: This event is critical for detecting potentially unauthorized data sharing or malware staging areas.
SecurityEvent
| where TimeGenerated > ago(14d)
| where EventID == 5142
| where Activity == ""5142 - A network share object was added.""
//
// ----- Part 2: Custom Filtering -----
// Exclude common system/service accounts.
| where not(SubjectUserName has_any ('MSOL', '$'))
//
// ----- Part 3: Flexible Filtering for Targeted Accounts -----
// Only include SIDs in the analyst list, if set.
| where array_length(Targeted_User_SIDs) == 0 or SubjectUserSid in (Targeted_User_SIDs)
//
// ----- Part 4: Analysis & Enrichment -----
// Flags for targeting, admin shares, and risky paths.
| extend
    IsTargetedUser = SubjectUserSid in (Targeted_User_SIDs),
    IsAdminShare = ShareName endswith ""$"",
    IsRiskyPath = (ShareLocalPath in~ (""C:\\"", ""C:\\Windows"", ""C:\\Windows\\System32""))
//
// ----- Part 5: Final Output -----
// Unique share creation events, sorted for review.
| distinct TimeGenerated, SubjectUserName, SubjectUserSid, IsTargetedUser, Computer, ShareName, ShareLocalPath, IsAdminShare, IsRiskyPath, Activity
| sort by TimeGenerated desc
| take 50"
